"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 00:00","2019","04","01","00:00","-2.5","","-7.3","","70","","29","","21","","16.1","","101.22","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 01:00","2019","04","01","01:00","-2.5","","-7.8","","67","","29","","21","","16.1","","101.28","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 02:00","2019","04","01","02:00","-2.7","","-8.2","","66","","29","","22","","16.1","","101.31","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 03:00","2019","04","01","03:00","-2.9","","-8.6","","65","","29","","21","","16.1","","101.35","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 04:00","2019","04","01","04:00","-3.0","","-8.5","","66","","29","","18","","16.1","","101.43","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 05:00","2019","04","01","05:00","-3.2","","-8.3","","68","","29","","15","","16.1","","101.50","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 06:00","2019","04","01","06:00","-3.4","","-8.7","","67","","28","","13","","16.1","","101.58","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 07:00","2019","04","01","07:00","-3.3","","-8.7","","67","","29","","17","","16.1","","101.63","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 08:00","2019","04","01","08:00","-2.2","","-8.8","","61","","30","","13","","16.1","","101.68","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 09:00","2019","04","01","09:00","-1.0","","-7.3","","63","","29","","15","","16.1","","101.75","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 10:00","2019","04","01","10:00","0.2","","-10.1","","46","","30","","21","","16.1","","101.77","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 11:00","2019","04","01","11:00","0.8","","-11.7","","39","","30","","17","","16.1","","101.77","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 12:00","2019","04","01","12:00","1.6","","-9.7","","43","","26","","24","","16.1","","101.74","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 13:00","2019","04","01","13:00","2.0","","-6.6","","53","","22","","26","","16.1","","101.71","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 14:00","2019","04","01","14:00","2.3","","-5.0","","59","","20","","32","","16.1","","101.67","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 15:00","2019","04","01","15:00","2.3","","-5.9","","55","","20","","35","","16.1","","101.62","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 16:00","2019","04","01","16:00","2.3","","-5.4","","57","","20","","32","","16.1","","101.60","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 17:00","2019","04","01","17:00","2.1","","-4.6","","61","","20","","34","","16.1","","101.59","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 18:00","2019","04","01","18:00","2.2","","-4.6","","61","","23","","28","","16.1","","101.58","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 19:00","2019","04","01","19:00","2.1","","-4.9","","60","","23","","26","","16.1","","101.60","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 20:00","2019","04","01","20:00","1.7","","-4.8","","62","","23","","24","","16.1","","101.64","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 21:00","2019","04","01","21:00","1.5","","-4.1","","67","","23","","30","","16.1","","101.64","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 22:00","2019","04","01","22:00","1.2","","-3.7","","70","","21","","24","","16.1","","101.62","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-04-01 23:00","2019","04","01","23:00","1.2","","-3.5","","71","","21","","21","","16.1","","101.59","","","","","","NA"
