MATERIAL,source,Banner,Plan_Banner,Plan_Region,CL4Key,CL6Key,Pos_Qty_EA,Pos_Sales,POS_QTY_CS,UBP,UNIT,FACTOR_EACH,PER_SALES_UOM_CASE,Complete_PPG,Total_Sales,Baseline_Qty,Baseline_Nps,Incr_Sales,PromoId,PromoDuration,MATERIALDESC,SUB_CATEGORY,SUB_CATEGORY_DESC,CATEGORY,CATEGORY_DESC,FGroup_Desc
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,69,186.15,8.625,23.44,EA,1,8,Superbundle,202.17,14,328.16,-125.99,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,60,161.86,7.5,23.44,EA,1,8,Superbundle,175.8,14,328.16,-152.36,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,101,271.56,12.625,23.44,EA,1,8,Superbundle,295.93,14,328.16,-32.23,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,70,188.51,8.75,23.44,EA,1,8,Superbundle,205.1,14,328.16,-123.06,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,80,215.82,10.0,23.44,EA,1,8,Superbundle,234.4,14,328.16,-93.76,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,80,215.82,10.0,23.44,EA,1,8,Superbundle,234.4,14,328.16,-93.76,1970338,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,99,265.2,12.375,23.44,EA,1,8,Superbundle,290.07,14,328.16,-38.09,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,80,215.11,10.0,23.44,EA,1,8,Superbundle,234.4,14,328.16,-93.76,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,84,227.25,10.5,23.44,EA,1,8,Superbundle,246.12,14,328.16,-82.04,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,84,227.25,10.5,23.44,EA,1,8,Superbundle,246.12,14,328.16,-82.04,1970338,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,80,215.11,10.0,23.44,EA,1,8,Superbundle,234.4,14,328.16,-93.76,1970338,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,66,178.73,8.25,23.44,EA,1,8,Superbundle,193.38,14,328.16,-134.78,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,71,191.22,8.875,23.44,EA,1,8,Superbundle,208.03,14,328.16,-120.13,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,71,191.22,8.875,23.44,EA,1,8,Superbundle,208.03,14,328.16,-120.13,1970338,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,91,245.13,11.375,23.44,EA,1,8,Superbundle,266.63,14,328.16,-61.53,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,73,200.66,9.125,23.44,EA,1,8,Superbundle,213.89,14,328.16,-114.27,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,72,200.88,9.0,23.44,EA,1,8,Superbundle,210.96,14,328.16,-117.2,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,80,216.58,10.0,23.44,EA,1,8,Superbundle,234.4,14,328.16,-93.76,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,80,216.58,10.0,23.44,EA,1,8,Superbundle,234.4,14,328.16,-93.76,1970338,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,81,221.89,10.125,23.44,EA,1,8,Superbundle,237.33,14,328.16,-90.83,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,122,334.75,15.25,23.44,EA,1,8,Superbundle,357.46,14,328.16,29.3,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,62,167.76,7.75,23.44,EA,1,8,Superbundle,181.66,14,328.16,-146.5,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,62,167.76,7.75,23.44,EA,1,8,Superbundle,181.66,14,328.16,-146.5,1970338,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,105,282.34,13.125,23.44,EA,1,8,Superbundle,307.65,14,328.16,-20.51,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,105,282.34,13.125,23.44,EA,1,8,Superbundle,307.65,14,328.16,-20.51,1970338,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,16,42.79,2.0,23.44,EA,1,8,Superbundle,46.88,14,328.16,-281.28,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,85,228.58,10.625,23.44,EA,1,8,Superbundle,249.05,14,328.16,-79.11,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,99,266.71,12.375,23.44,EA,1,8,Superbundle,290.07,14,328.16,-38.09,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,85,233.15,10.625,23.44,EA,1,8,Superbundle,249.05,14,328.16,-79.11,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,120,324.23,15.0,23.44,EA,1,8,Superbundle,351.6,14,328.16,23.44,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,76,209.51,9.5,23.44,EA,1,8,Superbundle,222.68,14,328.16,-105.48,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,75,205.14,9.375,23.44,EA,1,8,Superbundle,219.75,14,328.16,-108.41,1358399,35,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,37,121.73,4.625,23.44,EA,1,8,Superbundle,108.41,5,117.2,-8.79,2559785,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,43,141.47,5.375,23.44,EA,1,8,Superbundle,125.99,5,117.2,8.79,2559785,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,36,118.14,4.5,23.44,EA,1,8,Superbundle,105.48,5,117.2,-11.72,2559785,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,73,240.17,9.125,23.44,EA,1,8,Superbundle,213.89,5,117.2,96.69,2559785,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,41,134.27,5.125,23.44,EA,1,8,Superbundle,120.13,9,210.96,-90.83,2559785,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,21,69.09,2.625,23.44,EA,1,8,Superbundle,61.53,9,210.96,-149.43,2559785,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,40,131.6,5.0,23.44,EA,1,8,Superbundle,117.2,9,210.96,-93.76,2559785,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,241,479.59,30.125,23.44,EA,1,8,Superbundle,706.13,9,210.96,495.17,129714,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,241,479.59,30.125,23.44,EA,1,8,Superbundle,706.13,9,210.96,495.17,1333245,89,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,248,493.52,31.0,23.44,EA,1,8,Superbundle,726.64,9,210.96,515.68,1333245,89,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,339,674.61,42.375,23.44,EA,1,8,Superbundle,993.27,9,210.96,782.31,1333245,89,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,248,493.52,31.0,23.44,EA,1,8,Superbundle,726.64,9,210.96,515.68,129714,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,187,372.13,23.375,23.44,EA,1,8,Superbundle,547.91,9,210.96,336.95,1333245,89,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,187,372.13,23.375,23.44,EA,1,8,Superbundle,547.91,9,210.96,336.95,129714,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,339,674.61,42.375,23.44,EA,1,8,Superbundle,993.27,9,210.96,782.31,129714,7,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,40,131.6,5.0,23.44,EA,1,8,Superbundle,117.2,9,210.96,-93.76,1333245,89,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,31,101.99,3.875,23.44,EA,1,8,Superbundle,90.83,9,210.96,-120.13,1333245,89,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,86,257.14,10.75,23.44,EA,1,8,Superbundle,251.98,8,187.52,64.46,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,64,191.36,8.0,23.44,EA,1,8,Superbundle,187.52,8,187.52,0.0,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,86,257.14,10.75,23.44,EA,1,8,Superbundle,251.98,8,187.52,64.46,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,58,173.42,7.25,23.44,EA,1,8,Superbundle,169.94,8,187.52,-17.58,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,32,95.68,4.0,23.44,EA,1,8,Superbundle,93.76,8,187.52,-93.76,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,80,239.2,10.0,23.44,EA,1,8,Superbundle,234.4,8,187.52,46.88,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,75,224.25,9.375,23.44,EA,1,8,Superbundle,219.75,8,187.52,32.23,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,63,188.37,7.875,23.44,EA,1,8,Superbundle,184.59,9,210.96,-26.37,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,55,164.45,6.875,23.44,EA,1,8,Superbundle,161.15,9,210.96,-49.81,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,127,379.73,15.875,23.44,EA,1,8,Superbundle,372.11,9,210.96,161.15,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,80,239.2,10.0,23.44,EA,1,8,Superbundle,234.4,9,210.96,23.44,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,71,212.29,8.875,23.44,EA,1,8,Superbundle,208.03,9,210.96,-2.93,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,70,209.3,8.75,23.44,EA,1,8,Superbundle,205.1,9,210.96,-5.86,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,70,209.3,8.75,23.44,EA,1,8,Superbundle,205.1,9,210.96,-5.86,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,81,242.19,10.125,23.44,EA,1,8,Superbundle,237.33,10,234.4,2.93,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,63,188.37,7.875,23.44,EA,1,8,Superbundle,184.59,10,234.4,-49.81,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,67,200.33,8.375,23.44,EA,1,8,Superbundle,196.31,10,234.4,-38.09,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,59,176.41,7.375,23.44,EA,1,8,Superbundle,172.87,10,234.4,-61.53,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,63,188.37,7.875,23.44,EA,1,8,Superbundle,184.59,10,234.4,-49.81,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,87,260.13,10.875,23.44,EA,1,8,Superbundle,254.91,10,234.4,20.51,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,92,275.08,11.5,23.44,EA,1,8,Superbundle,269.56,10,234.4,35.16,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,74,221.26,9.25,23.44,EA,1,8,Superbundle,216.82,10,234.4,-17.58,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,79,236.21,9.875,23.44,EA,1,8,Superbundle,231.47,10,234.4,-2.93,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,59,176.41,7.375,23.44,EA,1,8,Superbundle,172.87,10,234.4,-61.53,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,72,215.28,9.0,23.44,EA,1,8,Superbundle,210.96,10,234.4,-23.44,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,95,284.05,11.875,23.44,EA,1,8,Superbundle,278.35,10,234.4,43.95,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,80,239.2,10.0,23.44,EA,1,8,Superbundle,234.4,10,234.4,0.0,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,53,158.47,6.625,23.44,EA,1,8,Superbundle,155.29,10,234.4,-79.11,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,65,194.35,8.125,23.44,EA,1,8,Superbundle,190.45,10,234.4,-43.95,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,61,182.39,7.625,23.44,EA,1,8,Superbundle,178.73,10,234.4,-55.67,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,79,236.21,9.875,23.44,EA,1,8,Superbundle,231.47,10,234.4,-2.93,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,112,334.88,14.0,23.44,EA,1,8,Superbundle,328.16,10,234.4,93.76,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,79,236.21,9.875,23.44,EA,1,8,Superbundle,231.47,10,234.4,-2.93,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
11001187,Company A,Company A ONTARIO,Company A,ONTARIO,292278,292696,86,257.14,10.75,23.44,EA,1,8,Superbundle,251.98,10,234.4,17.58,1409719,49,STOUFFER'S BST Italian 5 Cheese 8x256gCA,CAKK1K112,STF BISTRO CRUSTINI,CAKK1,FROZEN MEALS,CEF - CA Bistro 8pk
