"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-11-01 00:00","2019","11","01","00:00","7.4","","4.8","","84","","24","","59","","16.1","","98.60","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-11-01 01:00","2019","11","01","01:00","5.6","","1.4","","74","","26","","54","","16.1","","98.88","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-11-01 02:00","2019","11","01","02:00","4.8","","0.9","","76","","26","","50","","16.1","","99.19","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-11-01 03:00","2019","11","01","03:00","3.8","","1.4","","84","","26","","48","","16.1","","99.44","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-11-01 04:00","2019","11","01","04:00","4.1","","0.9","","79","","26","","50","","16.1","","99.67","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-11-01 05:00","2019","11","01","05:00","4.2","","0.0","","74","","27","","41","","16.1","","99.94","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-11-01 06:00","2019","11","01","06:00","4.3","","-0.5","","71","","27","","45","","16.1","","100.20","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-11-01 07:00","2019","11","01","07:00","4.0","","-2.1","","65","","27","","46","","16.1","","100.40","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-11-01 08:00","2019","11","01","08:00","4.2","","-3.1","","59","","27","","48","","16.1","","100.61","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-11-01 09:00","2019","11","01","09:00","4.3","","-3.1","","59","","27","","45","","16.1","","100.80","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-11-01 10:00","2019","11","01","10:00","4.8","","-4.0","","53","","27","","48","","16.1","","100.90","","","","","","NA"
