"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 00:00","2019","02","01","00:00","-16.1","","-20.7","","68","","27","","24","","16.1","","101.83","","","","-26","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 01:00","2019","02","01","01:00","-16.4","","-21.4","","66","","28","","21","","16.1","","101.86","","","","-26","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 02:00","2019","02","01","02:00","-16.8","","-21.6","","67","","28","","15","","16.1","","101.86","","","","-25","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 03:00","2019","02","01","03:00","-16.7","","-21.3","","68","","28","","17","","16.1","","101.89","","","","-26","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 04:00","2019","02","01","04:00","-16.8","","-21.4","","68","","29","","18","","16.1","","101.90","","","","-26","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 05:00","2019","02","01","05:00","-16.9","","-21.5","","68","","28","","9","","16.1","","101.90","","","","-23","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 06:00","2019","02","01","06:00","-16.9","","-21.3","","69","","28","","11","","16.1","","101.91","","","","-24","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 07:00","2019","02","01","07:00","-16.4","","-20.8","","69","","27","","11","","16.1","","101.91","","","","-23","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 08:00","2019","02","01","08:00","-15.8","","-20.3","","69","","30","","8","","16.1","","101.94","","","","-21","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 09:00","2019","02","01","09:00","-14.6","","-19.5","","67","","29","","11","","16.1","","101.99","","","","-21","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 10:00","2019","02","01","10:00","-13.5","","-19.0","","64","","26","","8","","16.1","","102.03","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 11:00","2019","02","01","11:00","-12.4","","-17.8","","65","","22","","13","","16.1","","102.04","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 12:00","2019","02","01","12:00","-11.5","","-16.7","","66","","23","","15","","16.1","","102.02","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 13:00","2019","02","01","13:00","-10.5","","-17.3","","58","","23","","8","","16.1","","101.95","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 14:00","2019","02","01","14:00","-9.7","","-17.6","","53","","22","","13","","16.1","","101.92","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 15:00","2019","02","01","15:00","-9.7","","-18.3","","50","","21","","9","","16.1","","101.88","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 16:00","2019","02","01","16:00","-9.5","","-17.7","","52","","21","","11","","16.1","","101.90","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 17:00","2019","02","01","17:00","-9.7","","-17.3","","54","","21","","9","","16.1","","101.91","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 18:00","2019","02","01","18:00","-9.8","","-16.8","","57","","20","","13","","16.1","","101.90","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 19:00","2019","02","01","19:00","-10.2","","-17.8","","54","","26","","18","","16.1","","101.91","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 20:00","2019","02","01","20:00","-11.3","","-18.6","","55","","26","","18","","16.1","","101.91","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 21:00","2019","02","01","21:00","-12.1","","-18.6","","59","","28","","18","","16.1","","101.91","","","","-20","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 22:00","2019","02","01","22:00","-12.8","","-19.1","","60","","28","","17","","16.1","","101.89","","","","-21","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-01 23:00","2019","02","01","23:00","-13.1","","-18.9","","62","","28","","13","","16.1","","101.85","","","","-20","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 00:00","2019","02","02","00:00","-12.9","","-18.8","","62","","29","","13","","16.1","","101.80","","","","-20","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 01:00","2019","02","02","01:00","-12.5","","-18.6","","61","","27","","18","","16.1","","101.76","","","","-21","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 02:00","2019","02","02","02:00","-12.2","","-17.7","","64","","24","","15","","16.1","","101.69","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 03:00","2019","02","02","03:00","-12.3","","-17.4","","66","","26","","22","","16.1","","101.68","","","","-21","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 04:00","2019","02","02","04:00","-10.9","","-14.2","","77","","24","","22","","16.1","","101.55","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 05:00","2019","02","02","05:00","-9.9","","-12.6","","81","","24","","24","","16.1","","101.41","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 06:00","2019","02","02","06:00","-8.8","","-11.5","","81","","24","","24","","16.1","","101.38","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 07:00","2019","02","02","07:00","-7.8","","-10.8","","79","","23","","32","","16.1","","101.24","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 08:00","2019","02","02","08:00","-7.1","","-10.0","","80","","24","","32","","16.1","","101.18","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 09:00","2019","02","02","09:00","-6.5","","-9.4","","80","","24","","34","","16.1","","101.10","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 10:00","2019","02","02","10:00","-5.5","","-8.4","","80","","24","","30","","16.1","","101.01","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 11:00","2019","02","02","11:00","-4.3","","-7.1","","81","","23","","34","","16.1","","100.90","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 12:00","2019","02","02","12:00","-3.4","","-6.2","","81","","25","","21","","16.1","","100.82","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 13:00","2019","02","02","13:00","-2.1","","-5.1","","80","","23","","24","","16.1","","100.66","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 14:00","2019","02","02","14:00","-1.0","","-4.4","","78","","24","","21","","16.1","","100.59","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 15:00","2019","02","02","15:00","-0.4","","-3.6","","79","","24","","17","","16.1","","100.54","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 16:00","2019","02","02","16:00","0.3","","-2.8","","80","","25","","18","","16.1","","100.54","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 17:00","2019","02","02","17:00","0.3","","-1.8","","86","","27","","13","","16.1","","100.58","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 18:00","2019","02","02","18:00","1.2","","-1.0","","85","","27","","9","","11.3","","100.63","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 19:00","2019","02","02","19:00","1.3","","-1.1","","84","","28","","18","","9.7","","100.70","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 20:00","2019","02","02","20:00","1.0","","-1.1","","86","","27","","15","","9.7","","100.76","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 21:00","2019","02","02","21:00","0.5","","-0.4","","94","","23","","11","","1.6","","100.79","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 22:00","2019","02","02","22:00","0.3","","-0.3","","96","","25","","5","","1.2","","100.83","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-02 23:00","2019","02","02","23:00","0.3","","-0.1","","97","","","","0","","1.2","","100.81","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 00:00","2019","02","03","00:00","0.0","","-0.4","","97","","7","","5","","1.2","","100.81","","","","-2","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 01:00","2019","02","03","01:00","0.1","","-0.2","","98","","9","","9","","1.2","","100.79","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 02:00","2019","02","03","02:00","0.2","","-0.1","","98","","8","","11","","1.2","","100.73","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 03:00","2019","02","03","03:00","0.1","","-0.2","","98","","7","","15","","1.6","","100.68","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 04:00","2019","02","03","04:00","0.6","","0.3","","98","","7","","9","","1.6","","100.65","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 05:00","2019","02","03","05:00","0.8","","0.5","","98","","7","","8","","1.6","","100.62","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 06:00","2019","02","03","06:00","1.5","","1.2","","98","","19","","5","","4.0","","100.60","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 07:00","2019","02","03","07:00","2.0","","1.7","","98","","19","","9","","8.1","","100.55","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 08:00","2019","02","03","08:00","2.0","","1.4","","96","","20","","15","","8.1","","100.49","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 09:00","2019","02","03","09:00","2.3","","1.6","","95","","22","","18","","9.7","","100.50","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 10:00","2019","02","03","10:00","2.5","","1.5","","93","","21","","18","","11.3","","100.47","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 11:00","2019","02","03","11:00","2.8","","1.6","","92","","23","","9","","11.3","","100.44","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 12:00","2019","02","03","12:00","3.6","","2.4","","92","","19","","18","","11.3","","100.32","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 13:00","2019","02","03","13:00","4.0","","2.4","","89","","19","","17","","16.1","","100.22","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 14:00","2019","02","03","14:00","4.2","","2.4","","88","","","M","4","","16.1","","100.20","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 15:00","2019","02","03","15:00","4.4","","2.4","","87","","","","0","","16.1","","100.16","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 16:00","2019","02","03","16:00","4.5","","2.4","","86","","21","","13","","16.1","","100.19","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 17:00","2019","02","03","17:00","3.4","","2.0","","91","","25","","13","","14.5","","100.18","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 18:00","2019","02","03","18:00","3.5","","2.3","","92","","27","","13","","14.5","","100.22","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 19:00","2019","02","03","19:00","4.1","","2.8","","91","","26","","15","","16.1","","100.24","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 20:00","2019","02","03","20:00","3.8","","2.4","","91","","27","","8","","16.1","","100.24","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 21:00","2019","02","03","21:00","4.7","","3.1","","89","","","","0","","16.1","","100.25","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 22:00","2019","02","03","22:00","4.2","","2.9","","91","","22","","4","","16.1","","100.26","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-03 23:00","2019","02","03","23:00","4.4","","2.9","","90","","25","","8","","16.1","","100.32","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 00:00","2019","02","04","00:00","4.1","","2.6","","90","","26","","13","","16.1","","100.34","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 01:00","2019","02","04","01:00","3.6","","2.3","","91","","23","","9","","16.1","","100.37","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 02:00","2019","02","04","02:00","3.6","","2.7","","94","","24","","5","","16.1","","100.35","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 03:00","2019","02","04","03:00","4.2","","3.2","","93","","20","","9","","12.9","","100.37","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 04:00","2019","02","04","04:00","4.1","","3.2","","94","","25","","11","","9.7","","100.34","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 05:00","2019","02","04","05:00","4.0","","3.3","","95","","28","","11","","8.1","","100.39","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 06:00","2019","02","04","06:00","4.4","","3.5","","94","","25","","9","","12.9","","100.42","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 07:00","2019","02","04","07:00","4.3","","3.4","","94","","","M","4","","11.3","","100.41","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 08:00","2019","02","04","08:00","4.4","","3.1","","91","","25","","5","","16.1","","100.45","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 09:00","2019","02","04","09:00","5.3","","3.3","","87","","27","","4","","16.1","","100.45","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 10:00","2019","02","04","10:00","7.3","","4.3","","81","","","M","4","","16.1","","100.41","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 11:00","2019","02","04","11:00","7.3","","3.4","","76","","17","","9","","16.1","","100.37","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 12:00","2019","02","04","12:00","7.7","","3.6","","75","","20","","8","","16.1","","100.30","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 13:00","2019","02","04","13:00","8.0","","3.9","","75","","18","","9","","16.1","","100.20","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 14:00","2019","02","04","14:00","7.9","","3.9","","76","","7","","8","","16.1","","100.11","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 15:00","2019","02","04","15:00","9.2","","4.6","","73","","17","","5","","16.1","","100.03","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 16:00","2019","02","04","16:00","9.0","","4.5","","74","","16","","5","","16.1","","99.96","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 17:00","2019","02","04","17:00","4.9","","2.6","","85","","8","","13","","16.1","","99.86","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 18:00","2019","02","04","18:00","4.9","","2.8","","86","","8","","15","","16.1","","99.79","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 19:00","2019","02","04","19:00","5.5","","3.7","","88","","8","","9","","16.1","","99.74","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 20:00","2019","02","04","20:00","7.0","","5.0","","87","","","M","4","","16.1","","99.70","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 21:00","2019","02","04","21:00","5.6","","3.1","","84","","25","","13","","16.1","","99.64","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 22:00","2019","02","04","22:00","5.8","","4.3","","90","","22","","26","","11.3","","99.64","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-04 23:00","2019","02","04","23:00","5.1","","4.5","","96","","21","","17","","0.6","","99.61","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-05 00:00","2019","02","05","00:00","4.4","","4.0","","97","","29","","11","","1.2","","99.64","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-05 01:00","2019","02","05","01:00","5.5","","5.2","","98","","25","","5","","4.8","","99.71","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-05 02:00","2019","02","05","02:00","5.1","","4.8","","98","","26","","13","","2.4","","99.80","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-05 03:00","2019","02","05","03:00","8.2","","7.8","","97","","29","","18","","16.1","","99.92","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-05 04:00","2019","02","05","04:00","7.2","","5.0","","86","","27","","24","","16.1","","99.99","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-05 05:00","2019","02","05","05:00","6.2","","3.9","","85","","27","","18","","16.1","","100.08","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-05 06:00","2019","02","05","06:00","6.6","","3.2","","79","","28","","28","","16.1","","100.23","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-05 07:00","2019","02","05","07:00","4.9","","1.2","","77","","27","","22","","16.1","","100.39","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-05 08:00","2019","02","05","08:00","4.2","","0.5","","77","","27","","15","","16.1","","100.53","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-05 09:00","2019","02","05","09:00","2.9","","-0.9","","76","","33","","32","","16.1","","100.67","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-05 10:00","2019","02","05","10:00","1.1","","-2.3","","78","","33","","21","","16.1","","100.77","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-05 11:00","2019","02","05","11:00","0.3","","-3.8","","74","","32","","24","","16.1","","100.95","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-05 12:00","2019","02","05","12:00","1.1","","-4.2","","68","","29","","28","","16.1","","101.03","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-05 13:00","2019","02","05","13:00","0.9","","-5.0","","65","","30","","26","","16.1","","101.07","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-02-05 14:00","2019","02","05","14:00","-0.7","","-5.8","","68","","36","","21","","16.1","","101.16","","","","-6","","NA"
