,x_rms,x_var,x_pvt,x_cf,x_kurt,x_clf,x_if,x_sf,x_li,x_pp,x_ent,x_sk,x_hm5,x_hm6,x_hm7,x_hm8,x_hm9,target
0,0.21636138063468613,0.04519866968978392,1.4831542958948352,6.854986280564814,9.121544415889316,12.503216261023736,9.913112069892794,1.4209752325831986,417.9962155440734,2.438354490576077,-12046.00253155651,-0.8384659419448149,-29.90999065928453,211.11816950306982,-1069.927809071134,6957.954840508955,-41398.70100927104,1
1,0.20418073113961843,0.041627379808464586,2.590942381100237,12.689455888609562,27.624492292988002,26.82784395194999,20.884204053002275,1.6445599538494036,676.0314936938594,5.0750732388335615,-23584.13647669045,-0.1724475494987398,-37.778544274879295,2470.3949470971825,-6080.774469184579,311503.94260353176,-965495.899044261,1
2,0.1417527593012094,0.018207754894298836,0.9674072259231744,6.824609486913323,9.60185453286022,11.799485204553822,9.56958562298059,1.3347871125201352,437.49084443744005,1.7974853503746049,569.7971037124491,-0.06449600051899289,-3.3163947105165623,227.8996517388237,-117.26616491391876,6981.794269506976,-3735.306809603091,2
3,0.3643678561127875,0.1325177295122121,2.957153318358221,8.115845755183342,18.148514932381385,27.035535933188818,17.097073226205534,2.1046744219081885,1396.697997123846,5.377197262071398,-735.2653356283183,0.15972592649994286,10.998801252434076,533.9239942704065,712.4963415008036,19536.158305638037,45127.17889405003,0
4,0.25509928021318545,0.06335400845902285,1.3305664053706752,5.215876752998778,5.535220700068964,9.14013946124252,7.278014873451768,1.3767764664330555,456.22863739380693,2.3590087875035137,-7470.387716459994,-0.5077897889796736,-9.04256906500724,59.57561356600063,-167.02975839909845,925.8845219857171,-3460.5960565890837,1
5,0.12208705272606392,0.013097081218757866,1.022338866511872,8.373851638517085,12.915132494161659,14.569057925166714,11.840806323564944,1.3254814863737996,381.16455052935163,1.9195556627939327,1026.986107121521,-0.2911464860325932,-25.154082685556727,488.51764432900217,-1890.0454919610145,26278.64103942241,-143897.80009814218,2
6,0.21017407692348494,0.042505439056791286,1.4465332021690367,6.882548139824377,7.724810693679469,11.96555928632718,9.63559988247719,1.3733227184151053,427.3437497175835,2.4322509749551102,-12317.668166458077,-0.5681514851199637,-20.467568572447835,160.02043299883044,-748.3492564293718,5075.760413253651,-29375.084777507764,1
7,0.1123797204809222,0.010840951386607848,1.007080077459456,8.961404007321942,15.733360935637174,15.865835385126307,12.85033046097214,1.3285686187261279,330.8776853282095,1.8035888659955712,262.52811071223687,0.0704816505058713,17.780579732013887,681.6086124932054,1924.1814960870267,39181.779265840865,171614.16937777953,1
8,0.14190486030827937,0.018545934896253453,0.946044921249792,6.666754889117744,8.76493300957928,11.610434555794845,9.350386162936605,1.345990994166517,325.8605954877752,1.7944335925641215,-1357.4926746350354,-0.577280265393468,-17.478748058601134,195.9122170697314,-624.2769126793813,6276.439369375586,-25979.659943607152,2
9,0.17093706960279528,0.02912322752438417,2.0690917955076094,12.104406611834031,23.43765878991253,23.963422170809515,18.869984018438586,1.5563652494214857,564.4165035332469,4.000854489543475,-41419.92086038273,-0.29027874288762984,-47.55207000464345,1910.7520669823336,-6757.78271136093,212892.0550129121,-926869.2090908588,1
